id,order_id,product_id,add_to_cart_order,reordered,product_name,aisle_id,department_id,department,user_id,order_time
290842,41240,12013,3,1,Pinot Noir,28,5,alcohol,24644,2015-02-01 16:00:00
290843,41240,22690,1,0,Draught Beer,27,5,alcohol,24644,2015-02-01 16:00:00
290844,41240,21974,2,1,Old Vines Zinfandel Wine,28,5,alcohol,24644,2015-02-01 16:00:00
290845,99339,12013,1,1,Pinot Noir,28,5,alcohol,44816,2015-01-04 15:00:00
290846,99339,13707,4,1,Essential Red,28,5,alcohol,44816,2015-01-04 15:00:00
290847,99339,48939,3,0,Extra IPA Beer,27,5,alcohol,44816,2015-01-04 15:00:00
290848,99339,18527,2,1,Indian Pale Ale,27,5,alcohol,44816,2015-01-04 15:00:00
290849,104946,12013,1,0,Pinot Noir,28,5,alcohol,21204,2015-01-10 15:00:00
290850,104946,28966,2,0,Blanc De Noir Champagne,134,5,alcohol,21204,2015-01-10 15:00:00
290860,50531,48939,2,0,Extra IPA Beer,27,5,alcohol,59789,2015-01-13 15:00:00
290861,50531,28238,1,1,Original Belgian Wheat Beer,27,5,alcohol,59789,2015-01-13 15:00:00
290862,10476,40364,1,0,Draught,27,5,alcohol,53020,2015-01-04 11:00:00
290863,10476,25456,2,0,Extra Stout Beer,27,5,alcohol,53020,2015-01-04 11:00:00
290864,59632,26056,1,0,Old Rasputin Stout Beer,27,5,alcohol,21222,2015-01-09 16:00:00
290865,59632,27840,2,0,Icelandic White Ale 6 Pack,27,5,alcohol,21222,2015-01-09 16:00:00
290866,91111,15248,3,1,India Pale Ale Racer 5,27,5,alcohol,42191,2015-01-01 11:00:00
290867,91111,32838,2,1,Belgian Style Tripel Ale,27,5,alcohol,42191,2015-01-01 11:00:00
290868,91111,12527,1,0,Sidecar Orange Pale Ale,100,21,missing,42191,2015-01-01 11:00:00
290870,97144,4079,1,0,Tequila Anejo,124,5,alcohol,54353,2015-01-11 10:00:00
290871,97144,20135,2,0,"Cognac, Privilege V.S.O.P",124,5,alcohol,54353,2015-01-11 10:00:00
290872,31925,22199,1,0,Extra-Dry Cava,134,5,alcohol,47329,2015-01-13 10:00:00
290873,31925,24968,2,1,Sonoma Brut Sparkling Wine,134,5,alcohol,47329,2015-01-13 10:00:00
290877,62363,1000,2,1,Apricots,18,10,bulk,59269,2015-01-06 06:00:00
290878,62363,5161,1,1,Dried Mango,18,10,bulk,59269,2015-01-06 06:00:00
