id,engine_no,time_in_cycles,operational_setting_1,operational_setting_2,operational_setting_3,sensor_measurement_1,sensor_measurement_2,sensor_measurement_3,sensor_measurement_4,sensor_measurement_5,sensor_measurement_6,sensor_measurement_7,sensor_measurement_8,sensor_measurement_9,sensor_measurement_10,sensor_measurement_11,sensor_measurement_12,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_16,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21,time
60965,248,156,42.0047,0.8408,100.0,445.0,550.04,1357.47,1135.73,3.91,5.71,139.38,2211.66,8321.28,1.02,42.36,130.18,2387.77,8080.26,9.4382,0.02,332,2212,100.0,10.52,6.3645,2001-02-27 08:50:00
60966,248,157,20.0062,0.7014,100.0,491.19,608.46,1489.47,1259.12,9.35,13.66,334.41,2324.01,8713.8,1.08,44.79,314.29,2388.17,8051.51,9.2884,0.03,366,2324,100.0,24.53,14.6281,2001-02-27 09:00:00
60967,248,158,19.9981,0.7,100.0,491.19,607.91,1495.86,1265.13,9.35,13.66,333.85,2324.04,8720.71,1.08,44.8,314.24,2388.17,8052.49,9.318,0.03,367,2324,100.0,24.27,14.5869,2001-02-27 09:10:00
60968,248,159,35.0076,0.8402,100.0,449.44,556.3,1369.33,1138.99,5.48,8.0,194.12,2222.82,8345.35,1.02,42.4,182.35,2387.9,8062.61,9.405,0.02,336,2223,100.0,14.78,8.9763,2001-02-27 09:20:00
60969,248,160,41.9991,0.8408,100.0,445.0,550.4,1364.15,1136.55,3.91,5.72,137.08,2211.59,8317.38,1.02,42.28,130.32,2387.66,8078.78,9.4,0.02,331,2212,100.0,10.7,6.3987,2001-02-27 09:30:00
60970,248,161,20.0013,0.7,100.0,491.19,607.93,1494.05,1264.84,9.35,13.66,333.72,2324.1,8716.29,1.08,44.87,313.56,2388.14,8046.68,9.2995,0.03,366,2324,100.0,24.45,14.5373,2001-02-27 09:40:00
60971,248,162,35.0036,0.8414,100.0,449.44,556.4,1374.45,1146.78,5.48,8.0,194.33,2222.8,8343.37,1.02,42.36,182.54,2387.84,8061.46,9.3713,0.02,336,2223,100.0,14.77,8.8808,2001-02-27 09:50:00
60972,248,163,0.0029,0.0,100.0,518.67,643.58,1592.93,1418.84,14.62,21.61,551.51,2388.19,9051.0,1.3,47.92,519.65,2388.25,8121.28,8.5329,0.03,395,2388,100.0,38.42,23.1204,2001-02-27 10:00:00
60973,248,164,42.0016,0.8416,100.0,445.0,550.71,1357.37,1142.3,3.91,5.72,136.75,2211.63,8314.2,1.02,42.48,130.31,2387.67,8077.13,9.4193,0.02,333,2212,100.0,10.52,6.3766,2001-02-27 10:10:00
60974,248,165,20.0058,0.7015,100.0,491.19,608.03,1494.86,1265.86,9.35,13.66,333.2,2324.06,8721.18,1.08,44.9,314.19,2388.19,8049.89,9.2685,0.02,368,2324,100.0,24.22,14.5451,2001-02-27 10:20:00
60975,248,166,41.9988,0.84,100.0,445.0,550.18,1353.01,1140.47,3.91,5.72,138.63,2211.69,8312.1,1.02,42.61,130.23,2387.65,8073.55,9.441,0.02,333,2212,100.0,10.54,6.3758,2001-02-27 10:30:00
60976,248,167,35.0061,0.84,100.0,449.44,556.59,1367.02,1144.12,5.48,8.0,193.75,2222.78,8345.88,1.02,42.34,182.52,2387.82,8057.23,9.4206,0.02,337,2223,100.0,14.67,8.9021,2001-02-27 10:40:00
60977,248,168,10.0077,0.2513,100.0,489.05,605.63,1512.09,1334.06,10.52,15.5,392.45,2319.09,8775.45,1.26,45.86,370.69,2388.38,8118.75,8.7399,0.03,372,2319,100.0,28.41,17.0354,2001-02-27 10:50:00
60978,248,169,25.0019,0.6217,60.0,462.54,537.28,1263.4,1054.28,7.05,9.03,175.25,1915.16,8008.39,0.94,37.15,164.43,2028.02,7862.47,11.0088,0.02,308,1915,84.93,14.14,8.4722,2001-02-27 11:00:00
60979,248,170,20.0054,0.7016,100.0,491.19,608.32,1490.83,1269.29,9.35,13.66,334.18,2324.09,8720.28,1.07,45.03,314.13,2388.16,8041.92,9.2894,0.03,368,2324,100.0,24.15,14.5703,2001-02-27 11:10:00
60980,248,171,24.9989,0.62,60.0,462.54,536.9,1268.53,1065.07,7.05,9.03,174.93,1915.17,8006.44,0.94,37.08,164.62,2028.03,7863.0,10.9864,0.02,310,1915,84.93,14.15,8.5538,2001-02-27 11:20:00
60981,248,172,19.9994,0.7009,100.0,491.19,607.89,1494.76,1267.28,9.35,13.66,333.8,2324.05,8720.0,1.07,44.97,313.8,2388.2,8055.59,9.3017,0.03,367,2324,100.0,24.45,14.5717,2001-02-27 11:30:00
60982,248,173,0.0017,0.0,100.0,518.67,643.22,1598.96,1422.71,14.62,21.61,551.14,2388.25,9049.66,1.3,48.2,519.63,2388.27,8125.74,8.5216,0.03,396,2388,100.0,38.51,23.1404,2001-02-27 11:40:00
60983,248,174,0.0007,0.0,100.0,518.67,643.08,1607.37,1420.76,14.62,21.61,551.53,2388.23,9048.3,1.3,48.09,519.65,2388.27,8124.06,8.5047,0.03,397,2388,100.0,38.54,23.0542,2001-02-27 11:50:00
60984,248,175,42.0043,0.8408,100.0,445.0,550.45,1364.06,1143.74,3.91,5.72,137.33,2211.52,8310.55,1.02,42.5,130.36,2387.6,8064.84,9.4732,0.02,334,2212,100.0,10.51,6.2614,2001-02-27 12:00:00
60985,248,176,42.0059,0.8416,100.0,445.0,550.34,1369.64,1144.55,3.91,5.71,137.57,2211.55,8315.21,1.02,42.56,130.13,2387.63,8074.05,9.4463,0.02,333,2212,100.0,10.53,6.2257,2001-02-27 12:10:00
60986,248,177,41.999,0.84,100.0,445.0,549.96,1360.17,1139.15,3.91,5.72,138.23,2211.5,8313.23,1.02,42.62,130.17,2387.56,8079.21,9.4667,0.02,332,2212,100.0,10.46,6.2852,2001-02-27 12:20:00
60987,248,178,20.007,0.7,100.0,491.19,608.17,1495.48,1268.16,9.35,13.66,333.38,2324.04,8712.52,1.08,45.07,313.79,2388.22,8046.04,9.3375,0.03,367,2324,100.0,24.32,14.6077,2001-02-27 12:30:00
60988,248,179,24.9994,0.6218,60.0,462.54,537.49,1270.34,1064.29,7.05,9.03,175.2,1915.1,8008.79,0.94,37.15,164.05,2028.02,7870.35,11.0016,0.02,308,1915,84.93,14.28,8.4739,2001-02-27 12:40:00
60989,248,180,35.0019,0.8409,100.0,449.44,556.28,1377.65,1148.96,5.48,8.0,193.61,2222.74,8344.65,1.02,42.6,181.88,2387.77,8048.91,9.4169,0.02,337,2223,100.0,14.66,8.7446,2001-02-27 12:50:00
60990,248,181,0.0023,0.0,100.0,518.67,643.95,1602.98,1429.57,14.62,21.61,551.23,2388.25,9045.27,1.3,48.16,519.84,2388.27,8122.44,8.5242,0.03,396,2388,100.0,38.4,23.1079,2001-02-27 13:00:00
60991,248,182,25.003,0.62,60.0,462.54,536.88,1268.01,1067.09,7.05,9.03,175.59,1915.13,8012.28,0.94,37.27,163.83,2027.98,7865.18,10.979,0.02,309,1915,84.93,14.24,8.4254,2001-02-27 13:10:00
60992,248,183,41.9984,0.8414,100.0,445.0,550.64,1363.76,1145.72,3.91,5.72,138.03,2211.49,8315.86,1.02,42.61,130.81,2387.48,8069.84,9.4607,0.02,333,2212,100.0,10.37,6.2727,2001-02-27 13:20:00
60993,248,184,0.0013,0.0001,100.0,518.67,643.5,1602.12,1430.34,14.62,21.61,550.97,2388.28,9048.56,1.3,48.31,520.08,2388.33,8120.43,8.4998,0.03,395,2388,100.0,38.48,23.0767,2001-02-27 13:30:00
60994,249,1,41.9993,0.8409,100.0,445.0,548.68,1343.85,1111.03,3.91,5.69,137.26,2211.96,8296.96,1.01,41.69,129.46,2387.97,8068.65,9.3383,0.02,328,2212,100.0,10.48,6.3841,2001-02-27 13:40:00
60995,249,2,42.0073,0.84,100.0,445.0,548.5,1343.11,1108.02,3.91,5.69,138.4,2211.93,8304.82,1.01,41.56,129.91,2387.98,8075.72,9.3616,0.02,330,2212,100.0,10.58,6.3506,2001-02-27 13:50:00
60996,249,3,20.0058,0.7,100.0,491.19,607.22,1478.88,1244.42,9.35,13.6,332.86,2323.66,8709.26,1.07,43.99,312.69,2387.85,8053.84,9.1826,0.02,363,2324,100.0,24.59,14.688,2001-02-27 14:00:00
60997,249,4,10.0039,0.25,100.0,489.05,604.1,1488.19,1297.5,10.52,15.46,393.88,2318.63,8773.14,1.26,44.95,370.86,2387.83,8124.24,8.6464,0.03,367,2319,100.0,28.8,17.0438,2001-02-27 14:10:00
60998,249,5,9.999,0.25,100.0,489.05,604.46,1490.03,1294.91,10.52,15.46,393.25,2318.65,8766.53,1.25,44.9,370.42,2387.86,8123.0,8.634,0.03,368,2319,100.0,28.69,17.1511,2001-02-27 14:20:00
60999,249,6,10.0026,0.2502,100.0,489.05,604.27,1494.16,1296.92,10.52,15.46,393.29,2318.68,8766.33,1.26,44.94,370.36,2387.8,8119.08,8.6057,0.03,368,2319,100.0,28.59,17.162,2001-02-27 14:30:00
61000,249,7,42.0008,0.84,100.0,445.0,548.97,1345.93,1113.35,3.91,5.69,137.82,2211.93,8308.47,1.02,41.74,130.11,2388.01,8076.4,9.3611,0.02,329,2212,100.0,10.48,6.244,2001-02-27 14:40:00
61001,249,8,25.0009,0.62,60.0,462.54,536.1,1256.69,1039.64,7.05,9.0,174.17,1915.3,7999.26,0.94,36.25,164.45,2028.14,7866.22,10.8508,0.02,305,1915,84.93,14.11,8.5265,2001-02-27 14:50:00
61002,249,9,20.0069,0.7009,100.0,491.19,607.16,1474.6,1236.38,9.35,13.6,332.3,2323.7,8709.01,1.07,44.06,312.91,2387.83,8056.18,9.1841,0.02,363,2324,100.0,24.39,14.781,2001-02-27 15:00:00
61003,249,10,20.0029,0.7,100.0,491.19,606.52,1472.97,1237.01,9.35,13.6,331.93,2323.73,8709.08,1.07,43.81,313.11,2387.78,8056.7,9.1609,0.02,364,2324,100.0,24.37,14.6485,2001-02-27 15:10:00
61004,249,11,35.0023,0.84,100.0,449.44,555.46,1356.92,1121.6,5.48,7.97,193.09,2222.69,8336.41,1.02,41.42,181.56,2387.88,8058.17,9.3069,0.02,332,2223,100.0,14.96,8.8942,2001-02-27 15:20:00
61005,249,12,25.0053,0.62,60.0,462.54,536.14,1257.85,1037.93,7.05,9.0,174.69,1915.23,8004.94,0.93,36.44,164.23,2028.12,7869.6,10.8539,0.02,305,1915,84.93,14.4,8.5892,2001-02-27 15:30:00
61006,249,13,10.0048,0.2512,100.0,489.05,604.52,1488.35,1296.25,10.52,15.46,393.92,2318.67,8767.1,1.26,44.95,370.54,2387.83,8121.41,8.6636,0.03,369,2319,100.0,28.58,17.0841,2001-02-27 15:40:00
61007,249,14,41.9995,0.8411,100.0,445.0,548.8,1347.47,1108.13,3.91,5.69,136.93,2211.92,8308.48,1.01,41.59,129.38,2388.1,8073.51,9.3705,0.02,328,2212,100.0,10.52,6.3349,2001-02-27 15:50:00
61008,249,15,35.0041,0.84,100.0,449.44,555.47,1354.37,1118.38,5.48,7.97,192.73,2222.84,8330.96,1.02,41.56,181.65,2387.83,8057.53,9.2828,0.02,330,2223,100.0,14.85,8.9279,2001-02-27 16:00:00
61009,249,16,0.0022,0.0019,100.0,518.67,642.18,1580.84,1395.59,14.62,21.57,552.68,2387.92,9037.28,1.3,47.0,520.1,2387.96,8132.35,8.4202,0.03,389,2388,100.0,38.99,23.3926,2001-02-27 16:10:00
61010,249,17,0.0008,0.0,100.0,518.67,642.16,1577.31,1410.4,14.62,21.57,550.13,2387.44,9033.27,1.3,47.4,518.66,2387.45,8119.5,8.431,0.03,390,2388,100.0,38.75,23.3105,2001-02-27 16:20:00
61011,249,18,0.0017,0.0003,100.0,518.67,641.93,1581.46,1388.97,14.62,21.58,553.1,2387.93,9045.55,1.3,47.06,520.62,2387.91,8131.35,8.3643,0.03,391,2388,100.0,39.03,23.3312,2001-02-27 16:30:00
61012,249,19,25.0033,0.62,60.0,462.54,536.43,1250.98,1046.44,7.05,9.0,173.99,1915.23,7999.16,0.94,36.21,163.76,2028.11,7864.16,10.8778,0.02,306,1915,84.93,14.34,8.5085,2001-02-27 16:40:00
61013,249,20,42.0022,0.8419,100.0,445.0,548.88,1345.82,1118.14,3.91,5.69,137.8,2211.94,8309.34,1.02,41.63,130.14,2388.01,8073.12,9.4139,0.02,328,2212,100.0,10.57,6.3277,2001-02-27 16:50:00
61014,249,21,35.0031,0.84,100.0,449.44,554.53,1353.8,1115.1,5.48,7.97,193.85,2222.8,8336.98,1.02,41.48,181.26,2387.87,8060.47,9.3042,0.02,332,2223,100.0,14.73,8.8853,2001-02-27 17:00:00
61015,249,22,35.0052,0.84,100.0,449.44,555.35,1356.03,1115.69,5.48,7.97,192.3,2222.77,8339.85,1.02,41.46,181.64,2387.85,8058.92,9.3209,0.02,332,2223,100.0,14.75,9.0376,2001-02-27 17:10:00
61016,249,23,20.0029,0.7,100.0,491.19,607.24,1471.62,1240.87,9.35,13.6,332.83,2323.71,8715.73,1.07,43.95,312.61,2387.83,8052.18,9.2063,0.02,363,2324,100.0,24.43,14.5783,2001-02-27 17:20:00
61017,249,24,25.0007,0.62,60.0,462.54,536.36,1255.3,1034.07,7.05,9.0,174.47,1915.17,8001.92,0.94,36.28,163.46,2028.1,7869.87,10.9055,0.02,306,1915,84.93,14.2,8.5442,2001-02-27 17:30:00
61018,249,25,10.0066,0.25,100.0,489.05,604.16,1499.06,1297.28,10.52,15.46,392.61,2318.7,8769.6,1.26,44.97,370.29,2387.88,8131.15,8.6462,0.03,367,2319,100.0,28.63,17.1791,2001-02-27 17:40:00
61019,249,26,20.0017,0.7001,100.0,491.19,606.63,1476.01,1240.68,9.35,13.61,333.5,2323.74,8706.31,1.07,43.95,313.12,2387.84,8053.67,9.2287,0.02,363,2324,100.0,24.37,14.6487,2001-02-27 17:50:00
61020,249,27,35.0053,0.8406,100.0,449.44,555.72,1352.7,1115.26,5.48,7.97,193.19,2222.78,8338.26,1.02,41.53,181.62,2387.85,8055.3,9.3151,0.02,332,2223,100.0,14.74,8.8494,2001-02-27 18:00:00
61021,249,28,0.0023,0.0,100.0,518.67,641.46,1578.0,1391.41,14.62,21.57,552.45,2387.91,9041.62,1.3,47.26,520.7,2387.97,8124.89,8.3982,0.03,390,2388,100.0,39.06,23.3468,2001-02-27 18:10:00
61022,249,29,10.0058,0.2502,100.0,489.05,604.95,1487.8,1296.24,10.52,15.46,394.29,2318.69,8765.7,1.26,45.02,370.53,2387.81,8122.23,8.6295,0.03,368,2319,100.0,28.74,17.2175,2001-02-27 18:20:00
61023,249,30,25.0067,0.6215,60.0,462.54,536.19,1253.47,1046.27,7.05,9.0,174.47,1915.26,7999.46,0.94,36.29,163.4,2028.13,7863.18,10.885,0.02,305,1915,84.93,14.3,8.6312,2001-02-27 18:30:00
61024,249,31,24.9987,0.6201,60.0,462.54,535.98,1249.54,1035.17,7.05,9.0,174.93,1915.25,8001.02,0.94,36.39,163.42,2028.2,7871.48,10.904,0.02,305,1915,84.93,14.31,8.5781,2001-02-27 18:40:00
61025,249,32,42.0008,0.8404,100.0,445.0,548.99,1349.68,1106.67,3.91,5.69,138.66,2211.91,8302.54,1.01,41.67,129.52,2388.0,8072.86,9.3474,0.02,329,2212,100.0,10.51,6.3255,2001-02-27 18:50:00
61026,249,33,35.0005,0.84,100.0,449.44,555.25,1357.95,1119.18,5.48,7.97,193.29,2222.77,8336.17,1.02,41.44,181.76,2387.89,8054.65,9.2728,0.02,331,2223,100.0,14.78,8.8922,2001-02-27 19:00:00
61027,249,34,25.007,0.6204,60.0,462.54,536.55,1251.76,1036.89,7.05,9.0,175.67,1915.23,7993.26,0.94,36.46,163.77,2028.14,7865.83,10.8947,0.02,306,1915,84.93,14.15,8.6662,2001-02-27 19:10:00
61028,249,35,0.0021,0.0014,100.0,518.67,642.03,1582.55,1386.21,14.62,21.58,552.9,2387.9,9040.85,1.3,47.08,520.2,2387.97,8128.03,8.3732,0.03,391,2388,100.0,38.95,23.3508,2001-02-27 19:20:00
61029,249,36,20.0009,0.7019,100.0,491.19,606.71,1484.63,1233.39,9.35,13.6,332.68,2323.72,8708.99,1.07,43.89,313.04,2387.77,8052.26,9.204,0.02,363,2324,100.0,24.64,14.752,2001-02-27 19:30:00
61030,249,37,42.0042,0.84,100.0,445.0,548.72,1342.65,1108.44,3.91,5.69,137.55,2211.89,8305.3,1.02,41.5,129.52,2388.03,8080.27,9.3747,0.02,327,2212,100.0,10.7,6.3295,2001-02-27 19:40:00
61031,249,38,24.9993,0.6202,60.0,462.54,536.4,1262.44,1033.9,7.05,9.0,175.32,1915.24,7992.52,0.94,36.36,163.96,2028.16,7866.66,10.8902,0.02,305,1915,84.93,14.15,8.6005,2001-02-27 19:50:00
61032,249,39,35.0036,0.84,100.0,449.44,555.26,1359.16,1115.56,5.48,7.97,192.39,2222.75,8334.61,1.02,41.5,182.38,2387.85,8056.62,9.309,0.02,331,2223,100.0,14.87,9.0222,2001-02-27 20:00:00
61033,249,40,42.0006,0.84,100.0,445.0,549.72,1342.82,1112.5,3.91,5.69,137.73,2211.92,8305.7,1.01,41.44,129.46,2388.02,8070.21,9.3582,0.02,328,2212,100.0,10.65,6.2888,2001-02-27 20:10:00
61034,249,41,35.0012,0.8419,100.0,449.44,554.91,1364.36,1115.07,5.48,7.97,193.22,2222.8,8339.6,1.02,41.42,181.57,2387.88,8060.86,9.2798,0.02,333,2223,100.0,14.78,9.0212,2001-02-27 20:20:00
61035,249,42,20.0061,0.702,100.0,491.19,607.22,1475.26,1238.3,9.35,13.6,331.99,2323.63,8707.88,1.07,43.96,313.06,2387.78,8048.08,9.21,0.02,362,2324,100.0,24.49,14.7819,2001-02-27 20:30:00
61036,249,43,19.9981,0.7001,100.0,491.19,606.75,1476.15,1238.75,9.35,13.6,333.22,2323.65,8710.42,1.07,43.93,313.11,2387.79,8055.2,9.2402,0.02,362,2324,100.0,24.4,14.7532,2001-02-27 20:40:00
61037,249,44,42.0066,0.84,100.0,445.0,549.02,1342.01,1116.96,3.91,5.69,138.38,2211.9,8308.5,1.01,41.61,129.5,2387.97,8074.05,9.3351,0.02,327,2212,100.0,10.67,6.4905,2001-02-27 20:50:00
61038,249,45,25.0051,0.62,60.0,462.54,536.49,1254.76,1039.17,7.05,9.0,174.51,1915.19,7996.3,0.94,36.29,163.23,2028.11,7865.16,10.885,0.02,305,1915,84.93,14.32,8.4425,2001-02-27 21:00:00
61039,249,46,25.001,0.62,60.0,462.54,536.32,1250.61,1038.82,7.05,9.0,175.2,1915.28,8001.37,0.94,36.44,163.26,2028.15,7870.38,10.8714,0.02,305,1915,84.93,14.33,8.655,2001-02-27 21:10:00
61040,249,47,20.0057,0.7011,100.0,491.19,607.25,1479.86,1241.19,9.35,13.6,331.69,2323.65,8707.09,1.07,43.94,312.54,2387.8,8050.1,9.1883,0.02,362,2324,100.0,24.35,14.6123,2001-02-27 21:20:00
61041,249,48,35.0043,0.8416,100.0,449.44,555.05,1358.9,1111.45,5.48,7.97,193.3,2222.83,8332.57,1.02,41.48,182.17,2387.89,8060.96,9.3147,0.02,333,2223,100.0,14.85,8.8629,2001-02-27 21:30:00
61042,249,49,42.0027,0.84,100.0,445.0,549.07,1350.17,1117.63,3.91,5.69,137.79,2211.94,8312.68,1.01,41.73,129.67,2388.03,8075.7,9.3788,0.02,328,2212,100.0,10.72,6.3133,2001-02-27 21:40:00
61043,249,50,24.9986,0.62,60.0,462.54,536.63,1250.1,1035.5,7.05,9.0,174.67,1915.25,8007.23,0.93,36.5,164.23,2028.1,7861.05,10.8599,0.02,304,1915,84.93,14.21,8.6124,2001-02-27 21:50:00
61044,249,51,0.0023,0.0,100.0,518.67,642.17,1581.4,1387.04,14.62,21.57,552.58,2387.97,9046.01,1.3,46.89,520.85,2387.87,8133.79,8.3934,0.03,389,2388,100.0,38.99,23.3074,2001-02-27 22:00:00
61045,249,52,25.0055,0.62,60.0,462.54,536.85,1255.3,1038.92,7.05,9.0,176.02,1915.25,7996.63,0.94,36.41,163.69,2028.21,7871.52,10.8516,0.02,306,1915,84.93,14.17,8.5893,2001-02-27 22:10:00
61046,249,53,42.0031,0.8413,100.0,445.0,548.9,1346.97,1110.41,3.91,5.69,138.15,2211.91,8305.48,1.01,41.56,129.51,2387.99,8074.26,9.3679,0.02,330,2212,100.0,10.65,6.3625,2001-02-27 22:20:00
61047,249,54,20.0001,0.7,100.0,491.19,607.19,1470.1,1233.95,9.35,13.61,333.05,2323.7,8707.71,1.07,43.93,313.75,2387.83,8056.13,9.2042,0.02,363,2324,100.0,24.44,14.6915,2001-02-27 22:30:00
61048,249,55,35.0071,0.8409,100.0,449.44,555.43,1353.54,1109.27,5.48,7.97,193.13,2222.8,8336.88,1.02,41.41,182.18,2387.91,8060.41,9.3165,0.02,331,2223,100.0,14.65,8.8472,2001-02-27 22:40:00
61049,249,56,42.0078,0.84,100.0,445.0,549.09,1344.08,1106.18,3.91,5.69,137.91,2211.92,8301.55,1.02,41.55,130.02,2388.04,8070.81,9.3841,0.02,328,2212,100.0,10.43,6.3264,2001-02-27 22:50:00
61050,249,57,34.9986,0.8407,100.0,449.44,555.62,1354.0,1116.56,5.48,7.97,193.5,2222.83,8341.06,1.02,41.44,181.33,2387.9,8063.92,9.2954,0.02,332,2223,100.0,14.91,9.0072,2001-02-27 23:00:00
61051,249,58,25.0056,0.62,60.0,462.54,536.6,1249.42,1031.24,7.05,9.0,174.6,1915.22,7994.25,0.93,36.42,163.53,2028.18,7867.46,10.8525,0.02,306,1915,84.93,14.32,8.6398,2001-02-27 23:10:00
61052,249,59,25.0059,0.6214,60.0,462.54,536.25,1251.35,1033.04,7.05,9.0,174.83,1915.32,8000.38,0.94,36.36,163.85,2028.14,7864.78,10.8518,0.02,304,1915,84.93,14.25,8.6197,2001-02-27 23:20:00
61053,249,60,35.008,0.84,100.0,449.44,554.75,1353.24,1118.14,5.48,7.97,193.46,2222.78,8334.01,1.02,41.43,181.86,2387.81,8058.12,9.3138,0.02,332,2223,100.0,14.9,8.8928,2001-02-27 23:30:00
61054,249,61,20.0011,0.7019,100.0,491.19,607.0,1479.47,1235.12,9.35,13.6,332.36,2323.75,8712.19,1.07,43.85,312.74,2387.86,8052.51,9.1688,0.02,361,2324,100.0,24.62,14.5895,2001-02-27 23:40:00
61055,249,62,42.0036,0.84,100.0,445.0,549.25,1338.51,1110.54,3.91,5.69,138.03,2211.94,8306.13,1.01,41.57,129.69,2388.03,8071.48,9.3776,0.02,328,2212,100.0,10.66,6.3794,2001-02-27 23:50:00
61056,249,63,25.0005,0.62,60.0,462.54,536.09,1253.39,1034.43,7.05,9.0,175.05,1915.24,8002.03,0.94,36.33,163.55,2028.14,7866.25,10.8791,0.02,304,1915,84.93,14.05,8.5974,2001-02-28 00:00:00
61057,249,64,20.001,0.7,100.0,491.19,607.22,1477.16,1242.67,9.35,13.6,332.92,2323.69,8715.41,1.07,43.85,313.26,2387.83,8056.99,9.1903,0.02,361,2324,100.0,24.44,14.6569,2001-02-28 00:10:00
61058,249,65,25.002,0.62,60.0,462.54,536.18,1252.03,1028.29,7.05,9.0,174.55,1915.19,8001.33,0.93,36.35,163.88,2028.12,7868.22,10.8907,0.02,305,1915,84.93,14.35,8.4091,2001-02-28 00:20:00
